academia_1,rede_1,cidade_1,estado_1,academia_2,rede_2,cidade_2,estado_2,distancia_km
Assaí Asa Norte,Smartfit,Brasília,Distrito Federal,Boulevard Brasília,Smartfit,Brasília,Distrito Federal,0.66
Sobradinho Central,Smartfit,Brasília,Distrito Federal,PLANALTINA – BRASÍLIA (DF),Skyfit,Brasília,Distrito Federal,0.0
Júlio de Castilho,Smartfit,Campo Grande,Mato Grosso do Sul,TAMANDARÉ – CAMPO GRANDE (MS),Skyfit,Campo Grande,Mato Grosso do Sul,0.791
Porto Seguro,Smartfit,Porto Seguro,State of Bahia,PORTO SEGURO (BA),Skyfit,Porto Seguro,State of Bahia,0.0
CPA II,Smartfit,Cuiabá,Mato Grosso,CPA – CUIABÁ (MT),Skyfit,Cuiabá,Mato Grosso,0.132
Federação,Smartfit,Salvador,Bahia,SALVADOR (BA),Skyfit,Salvador,Bahia,0.931
Assaí Vasco da Gama,Smartfit,Salvador,Bahia,Brotas,Smartfit,Salvador,Bahia,0.795
Brotas,Smartfit,Salvador,Bahia,Avenida Dom João VI,Smartfit,Salvador,Bahia,0.826
Avenida Dom João VI,Smartfit,Salvador,Bahia,SALVADOR (BA),Skyfit,Salvador,Bahia,0.825
Pituba,Smartfit,Salvador,Bahia,PITUBA (BA),Skyfit,Salvador,Bahia,0.216
Pernambués,Smartfit,Salvador,Bahia,Cabula,Smartfit,Salvador,Bahia,0.741
Parque Shopping Bahia,Smartfit,Lauro de Freitas,Bahia,LAURO DE FREITAS (BA),Skyfit,Lauro de Freitas,Bahia,0.762
Atakarejo Simões Filho,Smartfit,Simões Filho,Bahia,SIMÕES FILHO (BA),Skyfit,Simões Filho,Bahia,0.052
Petrolina,Smartfit,Petrolina,Pernambuco,PETROLINA,Panobianco,Petrolina,Pernambuco,0.937
Shopping Guararapes,Smartfit,Jaboatão dos Guararapes,Pernambuco,PRAZERES – JABOATÃO DOS GUARARAPES (PE),Skyfit,Jaboatão dos Guararapes,Pernambuco,0.717
Setúbal,Smartfit,Recife,Pernambuco,AVENIDA NORTE – RECIFE (PE),Skyfit,Recife,Pernambuco,0.728
Conselheiro Aguiar,Smartfit,Recife,Pernambuco,Shopping Recife,Smartfit,Recife,Pernambuco,0.957
Conselheiro Aguiar,Smartfit,Recife,Pernambuco,BOA VIAGEM – RECIFE (PE),Skyfit,Recife,Pernambuco,0.573
Conselheiro Aguiar,Smartfit,Recife,Pernambuco,SELECT GYM BY PANOBIANCO,Panobianco,Recife,Pernambuco,0.146
Shopping Recife,Smartfit,Recife,Pernambuco,Mix Mateus Boa Viagem,Smartfit,Recife,Pernambuco,0.49
Shopping Recife,Smartfit,Recife,Pernambuco,SELECT GYM BY PANOBIANCO,Panobianco,Recife,Pernambuco,0.811
Boa Vista II,Smartfit,Recife,Pernambuco,Boa Vista,Smartfit,Recife,Pernambuco,0.303
Torre,Smartfit,Recife,Pernambuco,Desembargador Góis Cavalcante,Smartfit,Recife,Pernambuco,0.859
Torre,Smartfit,Recife,Pernambuco,Aflitos,Smartfit,Recife,Pernambuco,0.907
Patteo Olinda Shopping,Smartfit,Olinda,Pernambuco,OLINDA (PE),Skyfit,Olinda,Pernambuco,0.573
Av. Roberto Freire,Smartfit,Natal,Rio Grande do Norte,Capim Macio II,Smartfit,Natal,Rio Grande do Norte,0.937
Lagoa Nova,Smartfit,Natal,Rio Grande do Norte,Midway,Smartfit,Natal,Rio Grande do Norte,0.827
Igapó,Smartfit,Natal,Rio Grande do Norte,IGAPÓ,Panobianco,Natal,Rio Grande do Norte,0.496
Shopping Pitaguary,Smartfit,Maracanaú,Ceará,MARACANAÚ (CE),Skyfit,Maracanaú,Ceará,0.282
Manhattan Center III,Smartfit,São Luís,Maranhão,Holandeses,Smartfit,São Luís,Maranhão,0.989
Manhattan Center III,Smartfit,São Luís,Maranhão,Holandeses Barramar,Smartfit,São Luís,Maranhão,0.946
Manhattan Center III,Smartfit,São Luís,Maranhão,CALHAU – SÃO LUÍS (MA),Skyfit,São Luís,Maranhão,0.954
Parnaíba,Smartfit,Parnaíba,Piauí,PARNAÍBA (PI),Skyfit,Parnaíba,Piauí,0.297
Holandeses,Smartfit,São Luís,Maranhão,Holandeses Barramar,Smartfit,São Luís,Maranhão,0.319
Holandeses,Smartfit,São Luís,Maranhão,CALHAU – SÃO LUÍS (MA),Skyfit,São Luís,Maranhão,0.777
Holandeses Barramar,Smartfit,São Luís,Maranhão,CALHAU – SÃO LUÍS (MA),Skyfit,São Luís,Maranhão,0.464
North Shopping,Smartfit,Fortaleza,Ceará,Cometa Presidente Kennedy,Smartfit,Fortaleza,Ceará,0.666
North Shopping,Smartfit,Fortaleza,Ceará,RioMar Kennedy,Smartfit,Fortaleza,Ceará,0.966
Cometa Presidente Kennedy,Smartfit,Fortaleza,Ceará,RioMar Kennedy,Smartfit,Fortaleza,Ceará,0.45
Dionísio Torres,Smartfit,Fortaleza,Ceará,Barbosa de Freitas,Smartfit,Fortaleza,Ceará,0.982
Dionísio Torres,Smartfit,Fortaleza,Ceará,Santos Dumont,Smartfit,Fortaleza,Ceará,0.957
Vicente Linhares,Smartfit,Fortaleza,Ceará,Barbosa de Freitas,Smartfit,Fortaleza,Ceará,0.855
Barbosa de Freitas,Smartfit,Fortaleza,Ceará,Santos Dumont,Smartfit,Fortaleza,Ceará,0.969
Barbosa de Freitas,Smartfit,Fortaleza,Ceará,Meireles,Smartfit,Fortaleza,Ceará,0.937
Santos Dumont,Smartfit,Fortaleza,Ceará,Papicu,Smartfit,Fortaleza,Ceará,0.987
Santos Dumont,Smartfit,Fortaleza,Ceará,Meireles,Smartfit,Fortaleza,Ceará,0.919
José Lourenço,Smartfit,Fortaleza,Ceará,Iracema,Smartfit,Fortaleza,Ceará,0.88
Meireles,Smartfit,Fortaleza,Ceará,Mucuripe,Smartfit,Fortaleza,Ceará,0.964
Dr. Freitas,Smartfit,Belém,Pará,PEDREIRA – BELÉM (PA),Skyfit,Belém,Pará,0.945
Shopping Cidade Leste,Smartfit,Manaus,Amazonas,Assaí Manaus Grande Circular,Smartfit,Manaus,Amazonas,0.811
Avenida Torquato Tapajós,Smartfit,Manaus,Amazonas,Shopping Manaus Via Norte,Smartfit,Manaus,Amazonas,0.467
Ville Roy,Smartfit,Boa Vista,Roraima,VILLE ROY – BOA VISTA (RR),Skyfit,Boa Vista,Roraima,0.178
AMERICANA (SP),Skyfit,Americana,São Paulo,AMERICANA II,Panobianco,Americana,São Paulo,0.576
AMÉRICO BRASILIENSE (SP),Skyfit,Américo Brasiliense,São Paulo,ARARAQUARA CENTRO,Panobianco,Américo Brasiliense,São Paulo,0.995
AMOREIRAS – CAMPINAS (SP),Skyfit,Campinas,São Paulo,PQ INDUSTRIAL,Panobianco,Campinas,São Paulo,0.616
AMPARO (SP),Skyfit,Amparo,São Paulo,AMPARO,Panobianco,Amparo,São Paulo,0.829
ANDRADE NEVES – CAMPINAS (SP),Skyfit,Campinas,São Paulo,CASTELO,Panobianco,Campinas,São Paulo,0.716
AVIAÇÃO – PRAIA GRANDE (SP),Skyfit,Praia Grande,São Paulo,AVIAÇÃO,Panobianco,Praia Grande,São Paulo,0.252
BOA VIAGEM – RECIFE (PE),Skyfit,Recife,Pernambuco,SELECT GYM BY PANOBIANCO,Panobianco,Recife,Pernambuco,0.645
BRAGANÇA PAULISTA (SP),Skyfit,Bragança Paulista,São Paulo,BRAGANÇA PAULISTA,Panobianco,Bragança Paulista,São Paulo,0.922
CAJAMAR (SP),Skyfit,Cajamar,São Paulo,CAJAMAR,Panobianco,Cajamar,São Paulo,0.794
CAMINHO DO MAR – SÃO BERNARDO DO CAMPO (SP),Skyfit,São Bernardo do Campo,São Paulo,TAQUARITINGA,Panobianco,São Bernardo do Campo,São Paulo,0.931
CAMPINAS – OURO VERDE (SP),Skyfit,Campinas,São Paulo,SPAZIO OURO VERDE,Panobianco,Campinas,São Paulo,0.0
CAMPINAS – TAQUARAL (SP),Skyfit,Campinas,São Paulo,TAQUARAL,Panobianco,Campinas,São Paulo,0.961
CAMPINAS – VILA UNIÃO (SP),Skyfit,Campinas,São Paulo,RUY RODRIGUES,Panobianco,Campinas,São Paulo,0.991
CAMPO GRANDE – CAMPINAS (SP),Skyfit,Campinas,São Paulo,CAMPO GRANDE II,Panobianco,Campinas,São Paulo,0.426
CAMPO LIMPO PAULISTA (SP),Skyfit,Campo Limpo Paulista,São Paulo,CAMPO LIMPO PAULISTA,Panobianco,Campo Limpo Paulista,São Paulo,0.59
CAMPO LIMPO – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,CARLOS LACERDA,Panobianco,São Paulo,São Paulo,0.357
CANDEIAS – JABOATÃO DOS GUARARAPES (PE),Skyfit,Jaboatão dos Guararapes,Pernambuco,PIEDADE – JABOATÃO DOS GUARARAPES (PE),Skyfit,Jaboatão dos Guararapes,Pernambuco,0.804
CANTO DO FORTE – PRAIA GRANDE (SP),Skyfit,Praia Grande,São Paulo,PARIS,Panobianco,Praia Grande,São Paulo,0.097
CARAPICUÍBA – ARISTON (SP),Skyfit,Carapicuíba,São Paulo,VILA LURDES,Panobianco,Carapicuíba,São Paulo,0.872
CISPER – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,BOTURUSSU,Panobianco,São Paulo,São Paulo,0.931
COSMÓPOLIS (SP),Skyfit,Cosmópolis,São Paulo,COSMÓPOLIS,Panobianco,Cosmópolis,São Paulo,0.684
COSMÓPOLIS (SP),Skyfit,Cosmópolis,São Paulo,ROSAMELIA,Panobianco,Cosmópolis,São Paulo,0.964
CT SALIM (SP),Skyfit,São Paulo,São Paulo,ANÁLIA FRANCO,Panobianco,São Paulo,São Paulo,0.212
EMBU DAS ARTES (SP),Skyfit,Embu das Artes,São Paulo,EMBU DAS ARTES,Panobianco,Embu das Artes,São Paulo,0.09
EMBU DAS ARTES (SP),Skyfit,Embu das Artes,São Paulo,VAZAME,Panobianco,Embu das Artes,São Paulo,0.899
ESPÍRITO SANTO DO PINHAL (SP),Skyfit,Espírito Santo do Pinhal,São Paulo,PINHAL,Panobianco,Espírito Santo do Pinhal,São Paulo,0.453
ESTAÇÃO GRAMADO – EMBU DAS ARTES (SP),Skyfit,Embu das Artes,São Paulo,EMBU DAS ARTES CENTRO,Panobianco,Embu das Artes,São Paulo,0.86
ESTRADA DOS ROMEIROS – BARUERI (SP),Skyfit,Barueri,São Paulo,CAPITÃO FRANCISCO,Panobianco,Barueri,São Paulo,0.199
FRANCISCO MORATO (SP),Skyfit,Francisco Morato,São Paulo,MORATO CENTRO,Panobianco,Francisco Morato,São Paulo,0.706
HUGO CABRAL (PR),Skyfit,Londrina,Paraná,LONDRINA CENTRO,Panobianco,Londrina,Paraná,0.216
IBITINGA (SP),Skyfit,Ibitinga,São Paulo,IBITINGA,Panobianco,Ibitinga,São Paulo,0.524
INDAIATUBA (SP),Skyfit,Indaiatuba,São Paulo,JD HUBERT,Panobianco,Indaiatuba,São Paulo,0.707
ITAIM PAULISTA – SÃO PAULO (SP),Skyfit,,,TIBURCIO,Panobianco,São Paulo,São Paulo,0.417
ITAQUÁ (SP),Skyfit,Itaquaquecetuba,São Paulo,MARECHAL TITO,Panobianco,São Paulo,São Paulo,0.757
ITATIBA (SP),Skyfit,Itatiba,São Paulo,ITATIBA,Panobianco,Itatiba,São Paulo,0.493
ITAPIRA (SP),Skyfit,Itapira,São Paulo,ITAPIRA,Panobianco,Itapira,São Paulo,0.134
ITÚ – SÃO VICENTE (SP),Skyfit,Itu,São Paulo,ITU,Panobianco,Itu,São Paulo,0.929
JACU PÊSSEGO – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,ARENA,Panobianco,São Paulo,São Paulo,0.844
JATOBÁ (SP),Skyfit,Sumaré,São Paulo,SUMARÉ (SP),Skyfit,Sumaré,São Paulo,0.191
JARDIM ANGÉLICA – CARAPICUÍBA (SP),Skyfit,Carapicuíba,São Paulo,MARIA BEATRIZ,Panobianco,Carapicuíba,São Paulo,0.623
JARDIM SÃO PAULO – RIO CLARO (SP),Skyfit,Rio Claro,São Paulo,SABURÔ AKAMINE,Panobianco,Rio Claro,São Paulo,0.331
LEME (SP),Skyfit,Leme,São Paulo,LEME,Panobianco,Leme,São Paulo,0.962
MANSÕES – CAMPINAS (SP),Skyfit,Campinas,São Paulo,CHÁCARA PRIMAVERA,Panobianco,Campinas,São Paulo,0.947
METRÔ CAPÃO – CAPÃO REDONDO (SP),Skyfit,São Paulo,São Paulo,CAPÃO REDONDO,Panobianco,São Paulo,São Paulo,0.999
MOGI DAS CRUZES (SP),Skyfit,Mogi das Cruzes,São Paulo,ALTO IPIRANGA,Panobianco,Mogi das Cruzes,São Paulo,0.556
MOGI GUAÇU (SP),Skyfit,Mogi Guaçu,São Paulo,ROLDÃO MOGI GUAÇU,Panobianco,Mogi Guaçu,São Paulo,0.621
MOGI MIRIM (SP),Skyfit,Mogi Mirim,São Paulo,MOGI MIRIM CENTRO,Panobianco,Mogi Mirim,São Paulo,0.854
MONTE MOR (SP),Skyfit,Monte Mor,São Paulo,JARDIM PAULISTA,Panobianco,Monte Mor,São Paulo,0.046
NOVA EUROPA (SP),Skyfit,Campinas,São Paulo,NOVA EUROPA,Panobianco,Campinas,São Paulo,0.429
NOVA ODESSA (SP),Skyfit,Nova Odessa,São Paulo,GREEN VILLAGE / SP,Panobianco,Nova Odessa,São Paulo,0.981
ÔNIX – OSASCO (SP),Skyfit,Osasco,São Paulo,MEDICI,Panobianco,Osasco,São Paulo,0.883
PADRE ANCHIETA – CAMPINAS (SP),Skyfit,Campinas,São Paulo,PADRE ANCHIETA,Panobianco,Campinas,São Paulo,0.704
PIRASSUNUNGA (SP),Skyfit,Pirassununga,São Paulo,PIRASSUNUNGA,Panobianco,Pirassununga,São Paulo,0.767
PRAÇA DA SÉ (SP),Skyfit,São Paulo,São Paulo,REPÚBLICA,Panobianco,São Paulo,São Paulo,0.96
PONTE GRANDE – GUARULHOS (SP),Skyfit,Guarulhos,São Paulo,GUARULHOS PTE. GRANDE,Panobianco,Guarulhos,São Paulo,0.26
RAPOSO TAVARES – PIRACICABA (SP),Skyfit,Piracicaba,São Paulo,PAULICÉIA PIRACICABA,Panobianco,Piracicaba,São Paulo,0.996
RIBEIRÃO PRETO (SP),Skyfit,Ribeirão Preto,São Paulo,SAUDADE,Panobianco,Ribeirão Preto,São Paulo,0.686
ROSOLEM – HORTOLÂNDIA (SP),Skyfit,Hortolândia,São Paulo,ROSOLÉM,Panobianco,Hortolândia,São Paulo,0.179
SANTA TEREZINHA (SP),Skyfit,Piracicaba,São Paulo,SANTA TEREZINHA,Panobianco,Piracicaba,São Paulo,0.548
SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),Skyfit,São José dos Campos,São Paulo,SJC FERRADURA,Panobianco,São José dos Campos,São Paulo,0.982
SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),Skyfit,São José dos Campos,São Paulo,SJC MORUMBI,Panobianco,São José dos Campos,São Paulo,0.778
SÃO VITO – AMERICANA (SP),Skyfit,Americana,São Paulo,SÃO VITO,Panobianco,Americana,São Paulo,0.946
SERRA DE PARIMA – ITAPEVI (SP),Skyfit,Itapevi,São Paulo,ROSEMARY,Panobianco,Itapevi,São Paulo,0.325
SUZANO (SP),Skyfit,Suzano,São Paulo,SUZANO – JARDIM DONA BENTA,Panobianco,Suzano,São Paulo,0.304
TATUAPÉ (SP),Skyfit,São Paulo,São Paulo,CARRÃO,Panobianco,São Paulo,São Paulo,0.715
UTINGA (SP),Skyfit,Santo André,São Paulo,BARCELONA,Panobianco,São Caetano do Sul,São Paulo,0.9
VÁRZEA PAULISTA (SP),Skyfit,Várzea Paulista,São Paulo,VÁRZEA PACAEMBU,Panobianco,Várzea Paulista,São Paulo,0.845
VICENTE DE CARVALHO – GUARUJÁ (SP),Skyfit,Guarujá,São Paulo,VICENTE DE CARVALHO,Panobianco,Guarujá,São Paulo,0.591
VILA MARIETA – CAMPINAS (SP),Skyfit,Campinas,São Paulo,WASHINGTON LUIZ,Panobianco,Campinas,São Paulo,0.767
VILA NOVA – SOROCABA (SP),Skyfit,Sorocaba,São Paulo,SANTOS DUMONT SOROCABA,Panobianco,Sorocaba,São Paulo,0.406
VILA ROMANA – BRAGANÇA PAULISTA (SP),Skyfit,São Paulo,State of São Paulo,LAPA,Panobianco,São Paulo,São Paulo,0.744
VINHEDO (SP),Skyfit,Vinhedo,São Paulo,VINHEDO,Panobianco,Vinhedo,São Paulo,0.338
VISTA ALEGRE – BAURU (SP),Skyfit,Bauru,São Paulo,VISTA ALEGRE,Panobianco,Bauru,São Paulo,0.778
ARTHUR ALVIM,Panobianco,São Paulo,São Paulo,NHOCUNÉ,Panobianco,São Paulo,São Paulo,0.833
BELÉM,Panobianco,,,BELENZINHO,Panobianco,São Paulo,São Paulo,0.015
BRASILÂNDIA,Panobianco,Rio Grande da Serra,São Paulo,CRUZEIRO DO SUL,Panobianco,Rio Grande da Serra,São Paulo,0.0
BRASILÂNDIA,Panobianco,Rio Grande da Serra,São Paulo,GUARARAPES,Panobianco,Rio Grande da Serra,São Paulo,0.0
BRASILÂNDIA,Panobianco,Rio Grande da Serra,São Paulo,ITAJAÍ – SC,Panobianco,Rio Grande da Serra,São Paulo,0.0
BRASILÂNDIA,Panobianco,Rio Grande da Serra,São Paulo,PARANAVAÍ – PR,Panobianco,Rio Grande da Serra,São Paulo,0.0
CARLOS LACERDA,Panobianco,São Paulo,São Paulo,TABOÃO DA SERRA,Panobianco,Taboão da Serra,São Paulo,0.934
CAXIAS RJ,Panobianco,Limeira,São Paulo,CHÁCARA ANTONIETA,Panobianco,Limeira,São Paulo,0.0
CAXIAS RJ,Panobianco,Limeira,São Paulo,RECANTO FORTUNA,Panobianco,Limeira,São Paulo,0.0
CHÁCARA ANTONIETA,Panobianco,Limeira,São Paulo,RECANTO FORTUNA,Panobianco,Limeira,São Paulo,0.0
COSMÓPOLIS,Panobianco,Cosmópolis,São Paulo,ROSAMELIA,Panobianco,Cosmópolis,São Paulo,0.89
CRUZEIRO DO SUL,Panobianco,Rio Grande da Serra,São Paulo,GUARARAPES,Panobianco,Rio Grande da Serra,São Paulo,0.0
CRUZEIRO DO SUL,Panobianco,Rio Grande da Serra,São Paulo,ITAJAÍ – SC,Panobianco,Rio Grande da Serra,São Paulo,0.0
CRUZEIRO DO SUL,Panobianco,Rio Grande da Serra,São Paulo,PARANAVAÍ – PR,Panobianco,Rio Grande da Serra,São Paulo,0.0
EMBU DAS ARTES,Panobianco,Embu das Artes,São Paulo,VAZAME,Panobianco,Embu das Artes,São Paulo,0.914
GUARARAPES,Panobianco,Rio Grande da Serra,São Paulo,ITAJAÍ – SC,Panobianco,Rio Grande da Serra,São Paulo,0.0
GUARARAPES,Panobianco,Rio Grande da Serra,São Paulo,PARANAVAÍ – PR,Panobianco,Rio Grande da Serra,São Paulo,0.0
ITAJAÍ – SC,Panobianco,Rio Grande da Serra,São Paulo,PARANAVAÍ – PR,Panobianco,Rio Grande da Serra,São Paulo,0.0
PARQUE INDEPEDÊNCIA,Panobianco,São Paulo,São Paulo,VALO VELHO,Panobianco,São Paulo,São Paulo,0.811
PAULISTA VALINHOS,Panobianco,Valinhos,São Paulo,SERRARIA,Panobianco,Valinhos,São Paulo,0.796
PERUS,Panobianco,São Paulo,São Paulo,PERUS RECANTO,Panobianco,São Paulo,São Paulo,0.847
SÃO CAETANO (JARDIM SÃO CAETANO),Panobianco,São Caetano do Sul,São Paulo,TAQUARITINGA,Panobianco,São Bernardo do Campo,São Paulo,0.609
SÃO RAFAEL – ZL / SP,Panobianco,São Paulo,São Paulo,SÃO RAFAEL ZL,Panobianco,São Paulo,São Paulo,0.0
